Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday
Changi Airport South Carpark,"60 Airport Boulevard, S(819643)","\$0,035/min from 12midnight to 12midnight the following day","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 5pm to 10pm",Charges same as weekdays,Charges same as weekdays
Seletar Mall,"33 Sengkang West Avenue, S(797653)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 10am to 5pm","\$2.00/entry from 6pm to 2am the following day, \$1.50 for 1st hr, \$0.80 for subsequent 30min from 2am to 6am",Charges same as weekdays,Charges same as weekdays
OneKM Shopping Mall,"11 Tanjong Katong Road, S(437157)","\$1.50 for 1st hr, \$0.40 for subsequent 15min from 7am to 6pm","\$1.07 for 1st hr, \$0.64 for next subsequent 30min from 5pm th 7am the following day",Charges same as weekdays,Charges same as weekdays
HillV2,"4 Hillview Rise, S(667979)","\$1.07 for 1st hr, \$0.64 for next subsequent 30min from 7am th 5pm",\$0.50/30min from 6pm to 2am the following day,Charges same as weekdays,Charges same as weekdays
East Village,"430 Upper Changi Road, S(487048)",\$0.50/30min from 2am to 6pm,"Free parking from 6.30pm to 11pm, \$2.40/hr from 11pm to 7am the following day","Free parking from 7am to 11pm, \$2.40/hr from 11pm to 7am the following day","Free parking from 7am to 11pm, \$2.40/hr from 11pm to 7am the following day"
Alexandra Retail Centre,"460 Alexandra Road, S(119963)",\$2.00/hr from 7am to 6.30pm,\$3.00/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.00/entry from 7am to 7am the following day
Commerze @ Irving,"1 Irving Place, S(369546)",\$1.00/30min from 7am to 5pm,\$2.20/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.30/entry from 7am to 7am the following day
Link@AMK,"3 Ang Mo Kio Street 62, S(569139)",\$0.65/30min from 7am to 5pm,\$3.00/entry from 5pm to 7.59am the following day,Charges same as weekdays,\$3.00/entry from 8am to 7.59am the following day
100 AM Shopping Mall,"100 Tras Street, S(079027)",\$2.00/30mim from 8am to 4.59pm,\$2.68/entry from 6pm to 6am the following day,"\$1.07/hr from 6am to 6pm, \$2.68/entry from 6pm to 6am the following day","\$1.07/hr from 6am to 6pm, \$2.68/entry from 6pm to 6am the following day"
The Metropolis,"9 North Buona Vista Drive, S(138588)","\$2.68 for 1st hr, \$1.34 for next subsequent 30min from 6am to 6pm","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays
Victory 8,"8 Jalan Legundi, S(759274)","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 8am to 5pm","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 6pm to 12midnight","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 12midnight to 12midnight the following day","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 12midnight to 12midnight the following day"
Paya Lebar Square,"60 Paya Lebar Road, S(409051)","\$1.50 for 1st hr, \$0.80 for next subsequent 30min from 12midnight to 6pm","Free for 1st 2hr, \$0.30 for next subsequent 15min from 12midnight to 6am the following day",Charges same as weekdays,Charges same as weekdays
Fairprice Hub,"1 Joo Koon Circle, (S)629117","Free for 1st 2hr, \$0.30 for next subsequent 15min from 6am to 11.59pm",\$5.35/entry from 6pm to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day
Asia Square Tower 2,"12 Marina View, S(018961)",\$1.07/10min from 7am to 5.59pm,"\$0.90/30min from 6pm to 12midnight, \$0.60/30min from 12midnight to 7am the following day",Charges same as weekdays,Charges same as weekdays
Sports Hub@Punggol,"6 Tebing Lane, S(828835)",\$0.60/30min from 7am to 6pm,\$3.00/entry from 6pm to 10.59am the following day,"\$2.00 for the 1st 2hr, \$0.40 for next subsequent 15min from 11am to 11am the following day","\$2.00 for the 1st 2hr, \$0.40 for next subsequent 15min from 11am to 11am the following day"
Capitol Piazza,"13 Stamford Road, S(178905)","\$2.00 for the 1st hr, \$0.40 for next subsequent 15min from 11am to 5.59pm",\$2.50/hr from 12midnight to 6am the following day,Charges same as weekdays,Charges same as weekdays
Big Box,"1 Venture Avenue, S(608521)","\$1.60 for 1st hr, \$0.50 for next subsequent 15min from 6am to 12midnight",\$3.75/entry from 6pm to 6.59am the following day,"\$1.07/10min from 7am to 2.59pm, \$3.75/entry from 3pm to 11.59pm",\$3.75/entry from 7am to 7am the following day
OUE Bayfront,"50 Collyer Quay, S(049321)",\$1.07/10min from 7am to 5.59pm,\$0.64/30min from 7pm to 7am,Charges same as weekdays,Charges same as weekdays
Kallang Wave Mall,"1 Stadium Place, S(397628)",\$0.64/30min from 7am to 7pm,\$5.00/entry from 6pm to 7am the following day,"\$2.50/hr from 7am to 5.59pm, \$5.00/entry from 6pm to 6.59am the following day","\$2.50/hr from 7am to 5.59pm, \$5.00/entry from 6pm to 6.59am the following day"
School of the Arts Singapore,"1 Zubir Said Drive, S(227968)",\$2.50/hr from 7am to 5.59pm,\$3.50/entry from 5pm to 7am the following day,\$5.00/entry from 7am to 7am the following day,\$5.00/entry from 7am to 7am the following day
South Beach Tower,"38 Beach Road, S(189767)",\$2.40/hr from 7am to 5pm,\$2.14/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.14/entry from 8am to 8am the following day
Golden Landmark Shopping Complex ,390 Victoria Street S(188061),"\$1.90 for 1st hr, \$1.07 for next subsequent 30min from 8am to 5pm","\$5.00 for 1st hr, \$2.50 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays
PARKROYAL on Pickering ,"3 Upper Pickering Street, S(058289)","\$5.00 for 1st hr, \$2.50 for next subsequent 30min from 8am to 5pm",\$3.20/entry from 6pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
National Gallery Singapore,"1 Saint Andrew's Road, S(178957)",\$1.30/30min from 7am to 6pm,\$3.50/entry from 7am to 12midnight from Mon to Thursday,"\$4.00 for 1st 4hr from 7am to 5pm, \$4.00/entry from 5pm to 1am from Friday to Sunday","\$4.00 for 1st 4hr from 7am to 5pm, \$4.00/entry from 5pm to 1am from Friday to Sunday"
Quayside Isle @ Sentosa Cove,"31 Ocean Way, Sentosa Cove, S(098375)",\$3.50/entry from 7am to 12midnight from Mon to Thursday,\$1.50/hr from 1am to 6.59am,Charges same as weekdays,Charges same as weekdays
W Singapore Sentosa Cove,"21 Ocean Way Sentosa, S(098374)",\$3.50/entry from 7am to 12.59am the following day,\$3.70/entry from 6pm to 6.59am the following day,"\$3.10/30min from 7am to 12.59pm, \$3.70/entry from 1pm to 6.59am the following day",\$3.70/entry from 7am to 6.59am the following day
CapitaGreen,"138 Market Street, S(048946)",\$3.10/30min from 7am to 5.59pm,\$1.10/30min from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays
Ibis Singapore On Bencoolen Hotel,"170 Bencoolen Street, S(189657)",\$1.10/30min from 8am to 5pm,"\$1.20 for the first hr, \$0.60 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays
Waterway Point,"83 Punggol Central, S(828761)","\$1.20 for the first hr, \$0.60 for next subsequent 30min from 8am to 5pm","\$4.28/hr, \$2.14 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays
Pan Pacific Serviced Suites Orchard,"96 Somerset Rd, S(238163)","\$4.28/hr, \$2.14 for next subsequent 30min from 8am to 5pm",\$3.00/entry from 5pm to 7am the following day,"\$2.50/30min from 7am to 1pm, \$3.00/entry from 1pm to 7am the following day",\$3.00/entry from 7am to 7am the following day
"Oasia Hotel Downtown, Singapore","100 Peck Seah Street, S(079333)",\$2.50/30min from 7am to 5pm,\$3.50/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.50/entry from 7am to 7am the following day
"Carlton City Hotel, Singapore","1 Gopeng Street, S(078862)",\$2.50/30min from 7am to 5pm,\$0.36/15min from 6am to 12midnight,Charges same as weekdays,Charges same as weekdays
Devan Nair Institute for Employment and Employability,"80 Jurong East Street 21, S(609607)",\$0.36/15min from 6am to 12midnight,"\$2.05/entry from 6pm to 5.59am the following day (Members), \$3.40/entry from 6pm to 5.59am the following day (Public)",Charges same as weekdays,"\$2.05/entry from 6am to 5.59am the following day (Members), \$3.40/entry from 6am to 5.59am the following day (Public)"
Safra Punggol Clubhouse,"9 Sentul Crescent, S(828654)","\$1.05 for 1st hr, \$0.27 for next subsequent 15min from 6am to 5.59pm (Members), \$1.95 for 1st hr, \$0.49 for next subsequent 15min from 6am to 5.59pm (Public)",\$3.50/entry from 5pm to 6.59am the following day,Charges same as weekdays,"\$3.50/entry from 7am to 4.59pm, \$3.50/entry from 5pm to 6.59am the following day"
Car Park @ 22 Bideford Road,"22 Bideford Road, S(229923)","\$2.50 for 1st hr, \$1.25 for next subsequent 30min from 7am to 4.59pm",\$0.50/30min from 10.31pm to 7am the following day up to a maximum charge of \$4.00,Charges same as weekdays,"Free parking from 7.01am to 10.30pm, \$0.50/30min from 10.31pm to 7am the following day up to a maximum charge of \$4.00"
Kaki Bukit Autohub,"2 Kaki Bukit Avenue 2,  S(417921)",\$0.50/30min from 7.01am to 10.30pm,\$5.00/entry from 10pm to 6.59am the following day,\$5.00/entry from 7am to 6.59am the following day,\$5.00/entry from 7am to 6.59am the following day
CES Centre,"171 Chin Swee Road, S(169877)",\$2.80/hr from 7am to 9.59pm,"\$1.00 for 1st hr, \$0.25 for next subsequent 15min form 6pm to 10pm, \$0.32 for 1st hr, \$0.08 for next subsequent 15min from 10pm to 6am the following day","\$0.48 for 1st hr, \$0.12 for next subsequent 15min from 6am to 10am, \$1.00 for 1st hr, \$0.25 for next subsequent 15min from 10am to 9pm, \$0.48 for 1st hr from 9pm to 6am","\$0.48 for 1st hr, \$0.12 for next subsequent 15min from 6am to 10am, \$1.00 for 1st hr, \$0.25 for next subsequent 15min from 10am to 9pm, \$0.48 for 1st hr from 9pm to 6am"
Katong Square ,"86 East Coast Road, S(428788)","\$0.48 for 1st hr, \$0.12 for next subsequent 15min from 6am to 10am, \$0.96 for 1st hr, \$0.24 for next subsequent 15min from 10am to 6pm","\$1.00 for 1st hr, \$0.25 for next subsequent 15min form 6pm to 10pm, \$0.32 for 1st hr, \$0.08 for next subsequent 15min from 10pm to 6am the following day","\$0.48 for 1st hr, \$0.12 for next subsequent 15min from 6am to 10am, \$1.00 for 1st hr, \$0.25 for next subsequent 15min from 10am to 9pm, \$0.48 for 1st hr from 9pm to 6am","\$0.48 for 1st hr, \$0.12 for next subsequent 15min from 6am to 10am, \$1.00 for 1st hr, \$0.25 for next subsequent 15min from 10am to 9pm, \$0.48 for 1st hr from 9pm to 6am"
Hotel Indigo Singapore Katong,"86 East Coast Road, S(428788)","\$0.94 for 1st hr, \$0.12 for next subsequent 15min from 6am to 10am, \$0.96 for 1st hr, \$0.24 for next subsequent 15min from 10am to 6pm","\$1.00 for 1st hr, \$0.25 for next subsequent 15min form 6pm to 10pm, \$0.32 for 1st hr, \$0.08 for next subsequent 15min from 10pm to 6am the following day","\$0.48 for 1st hr, \$0.12 for next subsequent 15min from 6am to 10am, \$1.00 for 1st hr, \$0.25 for next subsequent 15min from 10am to 9pm, \$0.48 for 1st hr from 9pm to 6am","\$0.48 for 1st hr, \$0.12 for next subsequent 15min from 6am to 10am, \$1.00 for 1st hr, \$0.25 for next subsequent 15min from 10am to 9pm, \$0.48 for 1st hr from 9pm to 6am"
Holiday Inn Express Singapore Katong ,"86 East Coast Road, S(428788)","\$0.96 for 1st hr, \$0.24 for next subsequent 15min from 10am to 6pm","\$5.25 for 1st hr, \$2.14 for subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays
Mercure Singapore Bugis,"112 Middle Road, S(188973)","\$5.25 for 1st hr, \$2.25 for subsequent 30min from 8am to 5pm","\$3.40/entry from 5pm to 1.59am the following day, \$2.90/hr from 2am to 6.59am",\$2.50/entry from 7am to 6.59am the following day,\$2.50/entry from 7am to 6.59am the following day
Tanjong Pagar Centre,"5 Wallich Street, S(078883)",\$2.90/30min from 7am to 4.59pm,"\$2.00/entry from 5pm to 12midnight, \$3.00/hr from 12midnight to 6am the following day","\$1.00/30min from 6am to 2pm, \$2.00/entry from 2pm to 12midnight, \$3.00/hr from 12midnight to 6am the following day","\$2.00/entry from 6am to 12midnight, \$3.00/hr from 12midnight to 6am the following day"
18 Tai Seng,"18 Tai Seng Street, S(539775)",\$1.00/30min from 6am to 5pm,\$2.14/entry from 10pm to 6.59am the following day,Charges same as weekdays,"\$0.018/min from 7am to 9.59pm, \$2.14/entry from 10pm to 6.59am the following day"
National Heart Centre Singapore,"5 Hospital Drive, S(169609)",\$0.036/min from 7am to 9.59pm,"\$7.00 for 1st hr, \$3.50 for next subsequent 30min from 6pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
Regent Hotel (Cuscaden Parking),"1 Cuscaden Road, S(249715)","\$7.00 for 1st hr, \$3.50 for next subsequent 30min from 7am to 6pm",\$3.00/hr from 12midnight to 11.59pm from Mon to Thurs,\$4.00/hr from 12midnight to 11.59pm the from Fri to Sun,\$4.00/hr from 12midnight to 11.59pm the from Fri to Sun
Genting Hotel Jurong,"2 Town Hall Link, S(608516)",\$3.00/hr from 12midnight to 11.59pm from Mon to Thurs,\$2.15 per entry from 5.01pm to 7.00am the following day,Charges same as weekdays,\$3.25 per entry from 7.01am to 7.00am the following day
UB. One,81 Ubi Ave 4,\$0.70/30min or part thereof from 7.01am to 5.00pm,"\$6.00 for 1st hr, \$4.50 for next subsequent hour",Charges same as weekdays,Charges same as weekdays
Studio M Hotel,3 Nanson Road S(238910),"\$6.00 for 1st hr, \$4.50 for next subsequent hour",\$3.50/entry from 7pm to 7am the following day,Charges same as weekdays,\$3.50/entry from 7pm to 7am the following day
100 Pasir Panjang,100 Pasir Panjang Road S(118518),"\$1.80 for 1st hr, \$0.80 for next subsequent 30min or part thereof from 7am to 7pm","\$2.40/entry from 6pm to 11.59pm, \$1.20 for 1st hr, \$0.60 for next subsequent 30min from 12midnight to 5.59am the following day",Charges same as weekdays,Charges same as weekdays
Our Tampines Hub,"51 Tampines Avenue 4, S(529684)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 6am to 5.59pm",\$2.40/entry from 6pm to 6.59am the following day,Charges same as Weekdays,Charges same as Weekdays
Cideco Industrial Complex,50 Genting Lane S(349558),"\$1.35 for 1st hr, \$0.70 for subsequent 30min from 7am to 5.59pm","\$1.07 for 1st 2hr, \$1.07 for subsequent \$2.40/entry from 6pm to 6.59am the following day",Charges same as Weekdays,Charges same as Weekdays
City Industrial Building,"71 Tannery Lane, S(347807)","\$1.35 for 1st hr, \$0.70 for subsequent 30min from 7am to 5.59pm",\$1.07/entry from 6pm to 6am the following day,\$1.07/entry,\$1.07/entry
Galaxis,"1 & 3 Fusionopolis Place, S(138577)",\$1.07/30min or part thereof from 6am to 6pm,"\$3.50/entry from 6pm to 5.59am the following day, free parking from 6.30pm to 9.59pm, \$2.50/entry from 10pm to 5.59am the following day",\$2.50/entry from 6am to 5.59am the following day,\$2.50/entry from 6am to 5.59am the following day
Aperia Mall,"8/10/12 Kallang Avenue, S(339509)","\$1.50 for 1st 2hr, \$3.00 for next subsequent hr",\$2.50/entry from 6.01pm to 7am the following day,"\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7.01am to 5pm, \$2.50/entry from 5.01pm to 7am the following day","\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7.01am to 5pm, \$2.50/entry from 5.01pm to 7am the following day"
Capri By Fraser,"3 Changi, Business Park Central 1, S (486037)",\$0.70/30min from 7.01am to 6pm,Complimentary parking for hotel guests only,Complimentary parking for hotel guests only,Complimentary parking for hotel guests only
Sofitel Singapore Sentosa Resort & Spa Hotel,"2 Bukit Manis Road, S(099891)",Complimentary parking for hotel guests only,\$3.21/entry from 5pm to 8am the following day,\$3.21/entry from 8am to 8am the following day,\$3.21/entry from 8am to 8am the following day
One15 Marina Club,"11 Cove Drive, S(098497)",\$3.21/entry from 8am to 5pm,Complimentary parking for hotel guests only,Complimentary parking for hotel guests only,Complimentary parking for hotel guests only
The Warehouse Hotel,"320 Havelock Road, S(169628)",Complimentary parking for hotel guests only,Complimentary parking for hotel guests only,Complimentary parking for hotel guests only,Complimentary parking for hotel guests only
Hilton Garden Inn,"3 Belilios Road, S(219924)",Complimentary parking for hotel guests only,\$2.40/hr from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays
Crowne Plaza Changi Airport,"75 Airport Boulevard, S(819664)",\$2.40/hr from 8am to 5pm,\$2.00/entry after 7pm,Charges same as weekdays,Charges same as weekdays
CT Hub,"2 Kallang Ave, S(339407)",\$1.80/hr before 7pm,\$3.50/entry from 7pm to 7am the following day,"\$2.25/30min from 7am to 1pm, \$3.50/entry from 1pm to 7am the following day",\$3.50/entry from 7am to 7am the following day
